attack,modality,level,severity_float,seed,id,label,kind,path
leetspeak,text,low,0.1,1439789115,48370,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,74058,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,45062,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,94170,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,04538,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,83946,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,68127,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,97453,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,39578,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,49360,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,87034,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,06123,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,17028,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,42903,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,71680,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,24135,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,32875,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,79085,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,61872,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,30579,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,62504,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,43810,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,19730,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,37420,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,82509,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,96284,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,97068,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,03214,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,23810,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,91836,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,05126,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,76092,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,64072,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,91058,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,21643,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,19523,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,32691,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,87169,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,92738,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,53027,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,27195,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,43910,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,05213,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,73945,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,56207,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,68459,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,63175,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,82945,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,34975,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,61973,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,16420,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,73069,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,47056,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,56428,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,54206,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,93172,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,56980,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,79615,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,38047,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,94560,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,96250,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,28951,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,27614,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,04857,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,79603,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,26985,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,14873,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,54893,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,48236,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,74908,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,96472,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,89430,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,76921,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,68409,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,16354,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,69548,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,01456,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,17950,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,76295,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,42580,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,96180,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,98701,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,15243,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,41058,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,62375,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,63507,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,31208,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,62319,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,68253,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,34687,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,34209,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,39827,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,46920,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,84273,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,39018,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,54780,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,69150,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,29843,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,19385,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,64510,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,47103,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,61038,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,71620,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,91602,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,30145,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,91756,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,63745,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,47162,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,59806,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,07135,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,35497,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,84362,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,84015,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,87251,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,82590,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,59738,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,35470,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,72061,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,03524,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,86170,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,50841,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,46087,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,42058,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,01967,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,54930,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,38076,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,38910,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,06723,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,02157,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,62948,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,21075,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,73601,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,32579,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,21567,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,01765,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,53172,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,32568,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,01742,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,56098,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,78612,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,34018,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,53609,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,89362,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,80426,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,83045,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,61503,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,41890,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,52091,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,24396,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,72168,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,85761,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,35719,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,90256,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,20984,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,95086,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,49028,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,18356,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,52634,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,80512,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,62703,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,95176,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,27384,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,82437,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,26943,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,09152,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,07429,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,75639,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,46812,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,63827,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,41276,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,56413,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,69512,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,43175,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,54129,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,23645,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,89425,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,16923,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,04769,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,69815,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,91468,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,52104,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,52031,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,08795,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,50317,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,73914,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,03197,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,49621,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,68530,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,98547,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,03519,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,43698,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,84756,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,93051,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,68257,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,12834,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,57208,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,26439,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,53769,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,28406,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,53418,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,10785,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,84302,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,76015,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,34189,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,52079,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,63987,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,73526,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,02145,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,84102,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,32981,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,73605,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,07382,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,64071,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,80912,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,84762,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,39076,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,85679,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,38095,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,52394,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,14865,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,54819,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,46082,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,73962,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,78462,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,49805,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,24098,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,67435,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,60893,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,93148,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,07351,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,16850,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,96312,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,86195,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,84162,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,12067,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,05938,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,43092,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,30148,1,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,12045,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,92068,0,text,text/leetspeak/low/pairs.csv
leetspeak,text,low,0.1,1439789115,73021,0,text,text/leetspeak/low/pairs.csv
